date,channel,campaign_name,spend_usd,impressions,clicks
2024-03-28,linkedin_outreach,outreach_consulting,128.34,1482,16
2024-03-29,paid_search,brand_search_q1,334.85,4156,82
2024-03-29,paid_search,competitor_conquest,306.12,1854,61
2024-03-29,paid_search,expert_generic,157.41,1306,20
2024-03-29,paid_search,industry_healthcare,365.71,2235,47
2024-03-29,paid_search,industry_finance,409.45,3554,127
2024-03-29,paid_search,retargeting_search,381.20,3900,116
2024-03-29,paid_social,linkedin_experts_v1,353.33,962,25
2024-03-29,paid_social,linkedin_experts_v2,215.77,1096,27
2024-03-29,paid_social,meta_lookalike,326.05,2641,40
2024-03-29,paid_social,meta_retargeting,346.42,917,31
2024-03-29,paid_social,twitter_thought_leaders,330.26,1904,33
2024-03-29,linkedin_outreach,outreach_healthcare,170.66,648,11
2024-03-29,linkedin_outreach,outreach_finance,146.98,998,17
2024-03-29,linkedin_outreach,outreach_tech,114.61,671,9
2024-03-29,linkedin_outreach,outreach_consulting,131.85,1505,16
2024-03-30,paid_search,brand_search_q1,385.95,2576,70
2024-03-30,paid_search,competitor_conquest,242.74,2819,56
2024-03-30,paid_search,expert_generic,316.78,8044,109
2024-03-30,paid_search,industry_healthcare,209.62,2699,96
2024-03-30,paid_search,industry_finance,267.02,2607,78
2024-03-30,paid_search,retargeting_search,171.13,1290,21
2024-03-30,paid_social,linkedin_experts_v1,244.34,1180,28
2024-03-30,paid_social,linkedin_experts_v2,307.38,1180,22
2024-03-30,paid_social,meta_lookalike,293.99,965,36
2024-03-30,paid_social,meta_retargeting,181.23,558,12
2024-03-30,paid_social,twitter_thought_leaders,277.22,612,21
2024-03-30,linkedin_outreach,outreach_healthcare,151.98,634,23
2024-03-30,linkedin_outreach,outreach_finance,99.00,448,13
2024-03-30,linkedin_outreach,outreach_tech,75.55,439,8
2024-03-30,linkedin_outreach,outreach_consulting,101.84,305,7
2024-03-31,paid_search,brand_search_q1,358.84,4266,123
2024-03-31,paid_search,competitor_conquest,160.25,1270,46
2024-03-31,paid_search,expert_generic,378.64,2236,70
2024-03-31,paid_search,industry_healthcare,211.51,1478,32
2024-03-31,paid_search,industry_finance,216.16,3350,66
2024-03-31,paid_search,retargeting_search,190.18,1874,67
2024-03-31,paid_social,linkedin_experts_v1,368.73,1634,32
2024-03-31,paid_social,linkedin_experts_v2,296.86,1143,34
2024-03-31,paid_social,meta_lookalike,241.95,987,19
2024-03-31,paid_social,meta_retargeting,302.27,592,21
2024-03-31,paid_social,twitter_thought_leaders,234.13,1093,35
2024-03-31,linkedin_outreach,outreach_healthcare,179.44,1684,29
2024-03-31,linkedin_outreach,outreach_finance,155.96,792,24
2024-03-31,linkedin_outreach,outreach_tech,73.61,198,7
2024-03-31,linkedin_outreach,outreach_consulting,173.54,878,31
2024-04-01,paid_search,brand_search_q1,159.88,1044,20
2024-04-01,paid_search,competitor_conquest,236.58,2646,60
2024-04-01,paid_search,expert_generic,415.90,12119,161
2024-04-01,paid_search,industry_healthcare,401.47,4874,66
2024-04-01,paid_search,industry_finance,167.30,2845,45
2024-04-01,paid_search,retargeting_search,232.36,7211,80
2024-04-01,paid_social,linkedin_experts_v1,216.73,693,20
2024-04-01,paid_social,linkedin_experts_v2,303.08,3267,45
2024-04-01,paid_social,meta_lookalike,163.86,320,11
2024-04-01,paid_social,meta_retargeting,179.00,439,14
2024-04-01,paid_social,twitter_thought_leaders,230.44,443,17
2024-04-01,linkedin_outreach,outreach_healthcare,70.90,128,5
2024-04-01,linkedin_outreach,outreach_finance,176.05,1566,26
2024-04-01,linkedin_outreach,outreach_tech,102.95,1000,12
2024-04-01,linkedin_outreach,outreach_consulting,145.75,858,20
2024-04-02,paid_search,brand_search_q1,281.99,1594,53
2024-04-02,paid_search,competitor_conquest,262.26,1308,39
2024-04-02,paid_search,expert_generic,134.52,524,17
2024-04-02,paid_search,industry_healthcare,303.85,8667,100
2024-04-02,paid_search,industry_finance,135.08,658,23
2024-04-02,paid_search,retargeting_search,363.82,5814,79
2024-04-02,paid_social,linkedin_experts_v1,308.45,1226,36
2024-04-02,paid_social,linkedin_experts_v2,324.14,1083,38
2024-04-02,paid_social,meta_lookalike,302.13,1194,31
2024-04-02,paid_social,meta_retargeting,248.53,3262,34
2024-04-02,paid_social,twitter_thought_leaders,328.02,2010,50
2024-04-02,linkedin_outreach,outreach_healthcare,150.43,1165,12
2024-04-02,linkedin_outreach,outreach_finance,129.87,486,17
2024-04-02,linkedin_outreach,outreach_tech,183.27,740,24
2024-04-02,linkedin_outreach,outreach_consulting,114.39,455,16
2024-04-03,paid_search,brand_search_q1,273.80,4850,84
2024-04-03,paid_search,competitor_conquest,218.07,4467,97
2024-04-03,paid_search,expert_generic,266.49,2937,36
2024-04-03,paid_search,industry_healthcare,236.97,1204,45
2024-04-03,paid_search,industry_finance,389.83,5783,80
2024-04-03,paid_search,retargeting_search,348.37,8419,94
2024-04-03,paid_social,linkedin_experts_v1,163.33,688,20
2024-04-03,paid_social,linkedin_experts_v2,333.95,1378,23
2024-04-03,paid_social,meta_lookalike,128.71,509,8
2024-04-03,paid_social,meta_retargeting,393.75,1909,74
2024-04-03,paid_social,twitter_thought_leaders,123.00,724,13
2024-04-03,linkedin_outreach,outreach_healthcare,80.82,340,10
2024-04-03,linkedin_outreach,outreach_finance,117.66,781,14
2024-04-03,linkedin_outreach,outreach_tech,60.77,192,6
2024-04-03,linkedin_outreach,outreach_consulting,103.54,324,11
2024-04-04,paid_search,brand_search_q1,281.92,1427,35
2024-04-04,paid_search,competitor_conquest,253.72,3874,71
2024-04-04,paid_search,expert_generic,155.37,692,27
2024-04-04,paid_search,industry_healthcare,403.41,1523,57
2024-04-04,paid_search,industry_finance,218.93,1719,56
2024-04-04,paid_search,retargeting_search,160.78,3305,45
2024-04-04,paid_social,linkedin_experts_v1,123.63,301,11
2024-04-04,paid_social,linkedin_experts_v2,318.64,1061,27
2024-04-04,paid_social,meta_lookalike,273.02,1731,50
2024-04-04,paid_social,meta_retargeting,120.54,341,11
2024-04-04,paid_social,twitter_thought_leaders,182.88,1079,28
2024-04-04,linkedin_outreach,outreach_healthcare,158.91,473,15
2024-04-04,linkedin_outreach,outreach_finance,63.98,187,5
2024-04-04,linkedin_outreach,outreach_tech,126.84,584,17
2024-04-04,linkedin_outreach,outreach_consulting,196.25,1179,21
2024-04-05,paid_search,brand_search_q1,356.69,7402,136
2024-04-05,paid_search,competitor_conquest,259.05,1301,49
2024-04-05,paid_search,expert_generic,135.49,1295,30
2024-04-05,paid_search,industry_healthcare,314.55,5016,56
2024-04-05,paid_search,industry_finance,406.96,3324,117
2024-04-05,paid_search,retargeting_search,265.98,4172,49
2024-04-05,paid_social,linkedin_experts_v1,121.12,1249,13
2024-04-05,paid_social,linkedin_experts_v2,253.90,1465,20
2024-04-05,paid_social,meta_lookalike,248.05,683,18
2024-04-05,paid_social,meta_retargeting,186.46,479,19
2024-04-05,paid_social,twitter_thought_leaders,188.31,545,13
2024-04-05,linkedin_outreach,outreach_healthcare,100.91,456,14
2024-04-05,linkedin_outreach,outreach_finance,166.33,464,13
2024-04-05,linkedin_outreach,outreach_tech,65.94,298,8
2024-04-05,linkedin_outreach,outreach_consulting,55.52,119,3
2024-04-06,paid_search,brand_search_q1,231.71,1793,33
2024-04-06,paid_search,competitor_conquest,160.00,1165,28
2024-04-06,paid_search,expert_generic,245.92,1951,31
2024-04-06,paid_search,industry_healthcare,230.29,1113,42
2024-04-06,paid_search,industry_finance,352.69,3002,61
2024-04-06,paid_search,retargeting_search,401.94,4385,87
2024-04-06,paid_social,linkedin_experts_v1,333.42,1995,49
2024-04-06,paid_social,linkedin_experts_v2,147.56,418,14
2024-04-06,paid_social,meta_lookalike,344.22,772,30
2024-04-06,paid_social,meta_retargeting,288.94,651,19
2024-04-06,paid_social,twitter_thought_leaders,392.09,1574,55
2024-04-06,linkedin_outreach,outreach_healthcare,88.92,204,6
2024-04-06,linkedin_outreach,outreach_finance,152.12,1066,11
2024-04-06,linkedin_outreach,outreach_tech,94.51,382,10
2024-04-06,linkedin_outreach,outreach_consulting,184.41,1942,23
2024-04-07,paid_search,brand_search_q1,360.28,7246,142
2024-04-07,paid_search,competitor_conquest,317.75,8595,90
2024-04-07,paid_search,expert_generic,227.61,6820,69
2024-04-07,paid_search,industry_healthcare,319.46,6232,68
2024-04-07,paid_search,industry_finance,365.30,2380,55
2024-04-07,paid_search,retargeting_search,207.66,1229,29
2024-04-07,paid_social,linkedin_experts_v1,200.76,704,22
2024-04-07,paid_social,linkedin_experts_v2,193.12,1381,34
2024-04-07,paid_social,meta_lookalike,363.42,980,34
2024-04-07,paid_social,meta_retargeting,137.25,520,14
2024-04-07,paid_social,twitter_thought_leaders,219.55,1142,32
2024-04-07,linkedin_outreach,outreach_healthcare,51.14,434,5
2024-04-07,linkedin_outreach,outreach_finance,102.43,776,16
2024-04-07,linkedin_outreach,outreach_tech,172.30,703,12
2024-04-07,linkedin_outreach,outreach_consulting,54.35,341,5
2024-04-08,paid_search,brand_search_q1,398.21,2753,83
2024-04-08,paid_search,competitor_conquest,208.65,1117,27
2024-04-08,paid_search,expert_generic,386.17,6486,70
2024-04-08,paid_search,industry_healthcare,204.33,3624,41
2024-04-08,paid_search,industry_finance,355.86,2471,92
2024-04-08,paid_search,retargeting_search,375.09,4015,139
2024-04-08,paid_social,linkedin_experts_v1,386.59,1412,56
2024-04-08,paid_social,linkedin_experts_v2,241.70,685,24
2024-04-08,paid_social,meta_lookalike,394.84,2469,51
2024-04-08,paid_social,meta_retargeting,357.67,2545,32
2024-04-08,paid_social,twitter_thought_leaders,392.30,3857,61
2024-04-08,linkedin_outreach,outreach_healthcare,195.86,1171,20
2024-04-08,linkedin_outreach,outreach_finance,86.83,210,8
2024-04-08,linkedin_outreach,outreach_tech,192.03,496,15
2024-04-08,linkedin_outreach,outreach_consulting,124.21,332,9
2024-04-09,paid_search,brand_search_q1,221.07,2771,56
2024-04-09,paid_search,competitor_conquest,383.44,2346,80
2024-04-09,paid_search,expert_generic,284.55,6279,137
2024-04-09,paid_search,industry_healthcare,185.55,1660,49
2024-04-09,paid_search,industry_finance,415.03,4435,156
2024-04-09,paid_search,retargeting_search,221.37,5049,61
2024-04-09,paid_social,linkedin_experts_v1,382.60,1177,43
2024-04-09,paid_social,linkedin_experts_v2,280.01,1478,37
2024-04-09,paid_social,meta_lookalike,131.25,533,11
2024-04-09,paid_social,meta_retargeting,387.15,1237,36
2024-04-09,paid_social,twitter_thought_leaders,330.57,896,29
2024-04-09,linkedin_outreach,outreach_healthcare,190.57,2169,27
2024-04-09,linkedin_outreach,outreach_finance,179.73,572,17
2024-04-09,linkedin_outreach,outreach_tech,169.31,664,14
2024-04-09,linkedin_outreach,outreach_consulting,185.20,1862,27
2024-04-10,paid_search,brand_search_q1,396.32,2563,51
2024-04-10,paid_search,competitor_conquest,240.00,3008,34
2024-04-10,paid_search,expert_generic,184.63,884,34
2024-04-10,paid_search,industry_healthcare,399.53,1868,55
2024-04-10,paid_search,industry_finance,201.80,697,25
2024-04-10,paid_search,retargeting_search,412.93,3420,106
2024-04-10,paid_social,linkedin_experts_v1,350.92,877,28
2024-04-10,paid_social,linkedin_experts_v2,338.14,3580,41
2024-04-10,paid_social,meta_lookalike,337.84,1700,42
2024-04-10,paid_social,meta_retargeting,187.78,1140,19
2024-04-10,paid_social,twitter_thought_leaders,365.80,829,30
2024-04-10,linkedin_outreach,outreach_healthcare,94.87,386,11
2024-04-10,linkedin_outreach,outreach_finance,59.74,167,4
2024-04-10,linkedin_outreach,outreach_tech,77.78,501,6
2024-04-10,linkedin_outreach,outreach_consulting,98.84,361,7
2024-04-11,paid_search,brand_search_q1,371.74,2311,79
2024-04-11,paid_search,competitor_conquest,216.68,2712,38
2024-04-11,paid_search,expert_generic,276.37,2557,91
2024-04-11,paid_search,industry_healthcare,406.91,4915,60
2024-04-11,paid_search,industry_finance,199.11,1054,41
2024-04-11,paid_search,retargeting_search,333.64,1996,51
2024-04-11,paid_social,linkedin_experts_v1,384.53,1957,73
2024-04-11,paid_social,linkedin_experts_v2,184.20,623,12
2024-04-11,paid_social,meta_lookalike,144.56,979,18
2024-04-11,paid_social,meta_retargeting,354.78,1276,27
2024-04-11,paid_social,twitter_thought_leaders,290.25,1767,46
2024-04-11,linkedin_outreach,outreach_healthcare,187.52,606,16
2024-04-11,linkedin_outreach,outreach_finance,62.65,201,5
2024-04-11,linkedin_outreach,outreach_tech,58.14,154,5
2024-04-11,linkedin_outreach,outreach_consulting,160.07,906,13
2024-04-12,paid_search,brand_search_q1,390.80,5422,110
2024-04-12,paid_search,competitor_conquest,238.30,1880,29
2024-04-12,paid_search,expert_generic,390.27,3190,101
2024-04-12,paid_search,industry_healthcare,190.71,2338,29
2024-04-12,paid_search,industry_finance,290.13,2987,95
2024-04-12,paid_search,retargeting_search,234.18,1407,40
2024-04-12,paid_social,linkedin_experts_v1,183.20,690,23
2024-04-12,paid_social,linkedin_experts_v2,260.48,735,21
2024-04-12,paid_social,meta_lookalike,219.80,2007,22
2024-04-12,paid_social,meta_retargeting,215.18,468,15
2024-04-12,paid_social,twitter_thought_leaders,199.50,1154,32
2024-04-12,linkedin_outreach,outreach_healthcare,147.00,422,10
2024-04-12,linkedin_outreach,outreach_finance,91.03,325,11
2024-04-12,linkedin_outreach,outreach_tech,171.45,791,15
2024-04-12,linkedin_outreach,outreach_consulting,143.77,883,9
2024-04-13,paid_search,brand_search_q1,293.14,1462,40
2024-04-13,paid_search,competitor_conquest,215.89,2668,87
2024-04-13,paid_search,expert_generic,323.77,6623,154
2024-04-13,paid_search,industry_healthcare,320.94,2735,102
2024-04-13,paid_search,industry_finance,297.38,3493,73
2024-04-13,paid_search,retargeting_search,281.46,2341,49
2024-04-13,paid_social,linkedin_experts_v1,138.50,1595,19
2024-04-13,paid_social,linkedin_experts_v2,222.34,575,21
2024-04-13,paid_social,meta_lookalike,207.25,367,14
2024-04-13,paid_social,meta_retargeting,275.52,757,29
2024-04-13,paid_social,twitter_thought_leaders,295.59,1214,25
2024-04-13,linkedin_outreach,outreach_healthcare,82.23,185,7
2024-04-13,linkedin_outreach,outreach_finance,172.53,970,22
2024-04-13,linkedin_outreach,outreach_tech,62.97,681,9
2024-04-13,linkedin_outreach,outreach_consulting,183.62,1438,19
2024-04-14,paid_search,brand_search_q1,330.03,5569,93
2024-04-14,paid_search,competitor_conquest,279.89,3947,83
2024-04-14,paid_search,expert_generic,253.49,6711,93
2024-04-14,paid_search,industry_healthcare,354.08,1781,55
2024-04-14,paid_search,industry_finance,300.54,1519,50
2024-04-14,paid_search,retargeting_search,243.98,1526,38
2024-04-14,paid_social,linkedin_experts_v1,180.29,517,14
2024-04-14,paid_social,linkedin_experts_v2,338.51,2911,64
2024-04-14,paid_social,meta_lookalike,269.61,608,23
2024-04-14,paid_social,meta_retargeting,302.45,2199,43
2024-04-14,paid_social,twitter_thought_leaders,311.27,2474,47
2024-04-14,linkedin_outreach,outreach_healthcare,125.89,208,8
2024-04-14,linkedin_outreach,outreach_finance,178.77,1291,31
2024-04-14,linkedin_outreach,outreach_tech,57.06,455,6
2024-04-14,linkedin_outreach,outreach_consulting,147.80,362,14
2024-04-15,paid_search,brand_search_q1,350.28,3350,118
2024-04-15,paid_search,competitor_conquest,370.82,4587,138
2024-04-15,paid_search,expert_generic,140.82,2366,26
2024-04-15,paid_search,industry_healthcare,331.47,5099,111
2024-04-15,paid_search,industry_finance,190.67,3815,69
2024-04-15,paid_search,retargeting_search,340.46,2758,47
2024-04-15,paid_social,linkedin_experts_v1,344.59,1542,35
2024-04-15,paid_social,linkedin_experts_v2,280.70,2322,24
2024-04-15,paid_social,meta_lookalike,204.18,1201,22
2024-04-15,paid_social,meta_retargeting,174.44,739,17
2024-04-15,paid_social,twitter_thought_leaders,374.99,2278,38
2024-04-15,linkedin_outreach,outreach_healthcare,151.47,879,25
2024-04-15,linkedin_outreach,outreach_finance,118.26,385,10
2024-04-15,linkedin_outreach,outreach_tech,93.05,972,17
2024-04-15,linkedin_outreach,outreach_consulting,111.73,245,9
2024-04-16,paid_search,brand_search_q1,326.86,1979,68
2024-04-16,paid_search,competitor_conquest,239.18,3855,52
2024-04-16,paid_search,expert_generic,162.75,1787,51
2024-04-16,paid_search,industry_healthcare,401.14,2234,77
2024-04-16,paid_search,industry_finance,415.58,7244,199
2024-04-16,paid_search,retargeting_search,355.90,7029,109
2024-04-16,paid_social,linkedin_experts_v1,129.78,922,21
2024-04-16,paid_social,linkedin_experts_v2,165.94,1267,27
2024-04-16,paid_social,meta_lookalike,247.13,1526,28
2024-04-16,paid_social,meta_retargeting,389.60,915,34
2024-04-16,paid_social,twitter_thought_leaders,371.67,890,28
2024-04-16,linkedin_outreach,outreach_healthcare,136.42,390,12
2024-04-16,linkedin_outreach,outreach_finance,64.87,509,7
2024-04-16,linkedin_outreach,outreach_tech,63.98,654,7
2024-04-16,linkedin_outreach,outreach_consulting,67.23,143,5
2024-04-17,paid_search,brand_search_q1,180.50,1225,46
2024-04-17,paid_search,competitor_conquest,154.65,929,32
2024-04-17,paid_search,expert_generic,195.89,1493,32
2024-04-17,paid_search,industry_healthcare,359.41,1985,44
2024-04-17,paid_search,industry_finance,248.51,2429,35
2024-04-17,paid_search,retargeting_search,214.52,5545,90
2024-04-17,paid_social,linkedin_experts_v1,146.96,438,10
2024-04-17,paid_social,linkedin_experts_v2,143.79,307,12
2024-04-17,paid_social,meta_lookalike,231.54,781,20
2024-04-17,paid_social,meta_retargeting,310.58,980,35
2024-04-17,paid_social,twitter_thought_leaders,328.50,1330,32
2024-04-17,linkedin_outreach,outreach_healthcare,140.35,510,16
2024-04-17,linkedin_outreach,outreach_finance,96.56,330,10
2024-04-17,linkedin_outreach,outreach_tech,196.31,662,16
2024-04-17,linkedin_outreach,outreach_consulting,134.51,330,9
2024-04-18,paid_search,brand_search_q1,369.89,8346,122
2024-04-18,paid_search,competitor_conquest,284.43,7136,94
2024-04-18,paid_search,expert_generic,402.82,5023,60
2024-04-18,paid_search,industry_healthcare,358.43,5026,116
2024-04-18,paid_search,industry_finance,179.28,722,26
2024-04-18,paid_search,retargeting_search,210.59,2074,33
2024-04-18,paid_social,linkedin_experts_v1,322.29,1102,43
2024-04-18,paid_social,linkedin_experts_v2,174.14,464,16
2024-04-18,paid_social,meta_lookalike,159.06,718,16
2024-04-18,paid_social,meta_retargeting,257.67,2360,46
2024-04-18,paid_social,twitter_thought_leaders,216.67,1099,22
2024-04-18,linkedin_outreach,outreach_healthcare,94.18,227,7
2024-04-18,linkedin_outreach,outreach_finance,73.51,999,13
2024-04-18,linkedin_outreach,outreach_tech,146.29,360,13
2024-04-18,linkedin_outreach,outreach_consulting,75.19,324,7
2024-04-19,paid_search,brand_search_q1,180.30,3562,42
2024-04-19,paid_search,competitor_conquest,280.32,2191,63
2024-04-19,paid_search,expert_generic,287.26,4524,57
2024-04-19,paid_search,industry_healthcare,321.75,3101,62
2024-04-19,paid_search,industry_finance,187.83,790,29
2024-04-19,paid_search,retargeting_search,251.15,2109,39
2024-04-19,paid_social,linkedin_experts_v1,218.08,701,22
2024-04-19,paid_social,linkedin_experts_v2,368.82,974,25
2024-04-19,paid_social,meta_lookalike,339.77,4285,52
2024-04-19,paid_social,meta_retargeting,326.01,2350,57
2024-04-19,paid_social,twitter_thought_leaders,150.28,329,11
2024-04-19,linkedin_outreach,outreach_healthcare,81.61,274,7
2024-04-19,linkedin_outreach,outreach_finance,190.68,1054,13
2024-04-19,linkedin_outreach,outreach_tech,133.72,931,11
2024-04-19,linkedin_outreach,outreach_consulting,140.75,416,9
2024-04-20,paid_search,brand_search_q1,392.09,5488,82
2024-04-20,paid_search,competitor_conquest,315.01,3904,56
2024-04-20,paid_search,expert_generic,373.24,1767,52
2024-04-20,paid_search,industry_healthcare,141.71,973,27
2024-04-20,paid_search,industry_finance,243.02,3161,41
2024-04-20,paid_search,retargeting_search,365.43,2470,64
2024-04-20,paid_social,linkedin_experts_v1,384.01,2038,72
2024-04-20,paid_social,linkedin_experts_v2,367.34,3038,41
2024-04-20,paid_social,meta_lookalike,300.37,1366,46
2024-04-20,paid_social,meta_retargeting,312.22,742,27
2024-04-20,paid_social,twitter_thought_leaders,247.20,912,25
2024-04-20,linkedin_outreach,outreach_healthcare,167.53,722,14
2024-04-20,linkedin_outreach,outreach_finance,90.53,648,9
2024-04-20,linkedin_outreach,outreach_tech,162.91,649,22
2024-04-20,linkedin_outreach,outreach_consulting,194.39,1525,31
2024-04-21,paid_search,brand_search_q1,137.22,2094,36
2024-04-21,paid_search,competitor_conquest,395.46,3069,78
2024-04-21,paid_search,expert_generic,249.88,2117,56
2024-04-21,paid_search,industry_healthcare,395.10,1667,60
2024-04-21,paid_search,industry_finance,398.29,1861,69
2024-04-21,paid_search,retargeting_search,208.55,3749,65
2024-04-21,paid_social,linkedin_experts_v1,169.60,908,18
2024-04-21,paid_social,linkedin_experts_v2,192.77,2131,34
2024-04-21,paid_social,meta_lookalike,354.73,893,28
2024-04-21,paid_social,meta_retargeting,375.89,1443,27
2024-04-21,paid_social,twitter_thought_leaders,378.67,4886,65
2024-04-21,linkedin_outreach,outreach_healthcare,123.84,444,11
2024-04-21,linkedin_outreach,outreach_finance,81.16,739,14
2024-04-21,linkedin_outreach,outreach_tech,127.74,724,23
2024-04-21,linkedin_outreach,outreach_consulting,98.39,449,11
2024-04-22,paid_search,brand_search_q1,294.53,1529,57
2024-04-22,paid_search,competitor_conquest,238.32,1577,58
2024-04-22,paid_search,expert_generic,202.07,2436,40
2024-04-22,paid_search,industry_healthcare,172.26,2073,59
2024-04-22,paid_search,industry_finance,395.70,4424,121
2024-04-22,paid_search,retargeting_search,367.82,2899,94
2024-04-22,paid_social,linkedin_experts_v1,273.62,1553,31
2024-04-22,paid_social,linkedin_experts_v2,276.22,1171,18
2024-04-22,paid_social,meta_lookalike,307.79,750,29
2024-04-22,paid_social,meta_retargeting,317.22,944,32
2024-04-22,paid_social,twitter_thought_leaders,363.49,1554,50
2024-04-22,linkedin_outreach,outreach_healthcare,69.43,130,5
2024-04-22,linkedin_outreach,outreach_finance,178.65,551,13
2024-04-22,linkedin_outreach,outreach_tech,107.91,494,8
2024-04-22,linkedin_outreach,outreach_consulting,178.86,618,14
2024-04-23,paid_search,brand_search_q1,155.73,2641,32
2024-04-23,paid_search,competitor_conquest,217.76,3195,80
2024-04-23,paid_search,expert_generic,253.85,1686,51
2024-04-23,paid_search,industry_healthcare,374.29,3078,116
2024-04-23,paid_search,industry_finance,228.85,885,28
2024-04-23,paid_search,retargeting_search,152.17,4365,74
2024-04-23,paid_social,linkedin_experts_v1,266.83,835,18
2024-04-23,paid_social,linkedin_experts_v2,337.41,1665,32
2024-04-23,paid_social,meta_lookalike,189.44,521,19
2024-04-23,paid_social,meta_retargeting,312.55,1828,49
2024-04-23,paid_social,twitter_thought_leaders,137.65,415,16
2024-04-23,linkedin_outreach,outreach_healthcare,193.80,645,12
2024-04-23,linkedin_outreach,outreach_finance,68.01,666,7
2024-04-23,linkedin_outreach,outreach_tech,118.02,1526,19
2024-04-23,linkedin_outreach,outreach_consulting,145.00,601,17
2024-04-24,paid_search,brand_search_q1,363.04,1625,52
2024-04-24,paid_search,competitor_conquest,172.14,1515,26
2024-04-24,paid_search,expert_generic,354.46,5487,119
2024-04-24,paid_search,industry_healthcare,406.21,1944,64
2024-04-24,paid_search,industry_finance,256.73,3787,42
2024-04-24,paid_search,retargeting_search,392.67,5870,64
2024-04-24,paid_social,linkedin_experts_v1,141.40,762,22
2024-04-24,paid_social,linkedin_experts_v2,186.74,490,13
2024-04-24,paid_social,meta_lookalike,282.33,3196,45
2024-04-24,paid_social,meta_retargeting,314.52,1474,27
2024-04-24,paid_social,twitter_thought_leaders,134.44,1144,23
2024-04-24,linkedin_outreach,outreach_healthcare,132.24,493,9
2024-04-24,linkedin_outreach,outreach_finance,128.92,322,12
2024-04-24,linkedin_outreach,outreach_tech,187.16,706,17
2024-04-24,linkedin_outreach,outreach_consulting,141.77,743,13
2024-04-25,paid_search,brand_search_q1,208.41,1310,46
2024-04-25,paid_search,competitor_conquest,316.87,9728,113
2024-04-25,paid_search,expert_generic,341.04,4191,58
2024-04-25,paid_search,industry_healthcare,231.71,3158,83
2024-04-25,paid_search,industry_finance,360.06,3584,48
2024-04-25,paid_search,retargeting_search,240.27,2224,36
2024-04-25,paid_social,linkedin_experts_v1,226.53,595,18
2024-04-25,paid_social,linkedin_experts_v2,188.47,327,13
2024-04-25,paid_social,meta_lookalike,222.06,442,16
2024-04-25,paid_social,meta_retargeting,125.72,675,14
2024-04-25,paid_social,twitter_thought_leaders,274.03,1060,30
2024-04-25,linkedin_outreach,outreach_healthcare,137.36,1132,19
2024-04-25,linkedin_outreach,outreach_finance,193.26,797,13
2024-04-25,linkedin_outreach,outreach_tech,105.05,379,9
2024-04-25,linkedin_outreach,outreach_consulting,156.30,612,12
2024-04-26,paid_search,brand_search_q1,265.81,1225,44
2024-04-26,paid_search,competitor_conquest,305.34,2168,45
2024-04-26,paid_search,expert_generic,343.53,1843,60
2024-04-26,paid_search,industry_healthcare,404.19,4552,181
2024-04-26,paid_search,industry_finance,365.78,6525,123
2024-04-26,paid_search,retargeting_search,375.95,5453,60
2024-04-26,paid_social,linkedin_experts_v1,268.88,772,18
2024-04-26,paid_social,linkedin_experts_v2,163.91,310,11
2024-04-26,paid_social,meta_lookalike,205.51,722,24
2024-04-26,paid_social,meta_retargeting,237.92,1146,16
2024-04-26,paid_social,twitter_thought_leaders,332.83,2453,29
2024-04-26,linkedin_outreach,outreach_healthcare,107.32,488,13
2024-04-26,linkedin_outreach,outreach_finance,85.86,515,12
2024-04-26,linkedin_outreach,outreach_tech,65.77,413,9
2024-04-26,linkedin_outreach,outreach_consulting,184.27,843,27
2024-04-27,paid_search,brand_search_q1,145.97,2012,57
2024-04-27,paid_search,competitor_conquest,179.24,1880,64
2024-04-27,paid_search,expert_generic,156.78,946,26
2024-04-27,paid_search,industry_healthcare,183.70,722,24
2024-04-27,paid_search,industry_finance,392.38,6389,109
2024-04-27,paid_search,retargeting_search,367.96,3995,98
2024-04-27,paid_social,linkedin_experts_v1,247.48,1123,44
2024-04-27,paid_social,linkedin_experts_v2,164.06,2010,30
2024-04-27,paid_social,meta_lookalike,235.06,1395,19
2024-04-27,paid_social,meta_retargeting,360.93,1451,58
2024-04-27,paid_social,twitter_thought_leaders,162.28,766,20
2024-04-27,linkedin_outreach,outreach_healthcare,130.08,413,11
2024-04-27,linkedin_outreach,outreach_finance,97.11,295,11
2024-04-27,linkedin_outreach,outreach_tech,100.66,440,9
2024-04-27,linkedin_outreach,outreach_consulting,73.94,192,5
2024-04-28,paid_search,brand_search_q1,249.73,9913,104
2024-04-28,paid_search,competitor_conquest,330.26,5070,91
2024-04-28,paid_search,expert_generic,373.03,1546,60
2024-04-28,paid_search,industry_healthcare,409.01,5432,94
2024-04-28,paid_search,industry_finance,246.24,1026,40
2024-04-28,paid_search,retargeting_search,285.54,2864,74
2024-04-28,paid_social,linkedin_experts_v1,332.78,1090,28
2024-04-28,paid_social,linkedin_experts_v2,265.11,1903,22
2024-04-28,paid_social,meta_lookalike,348.00,1611,56
2024-04-28,paid_social,meta_retargeting,361.82,992,37
2024-04-28,paid_social,twitter_thought_leaders,172.61,405,11
2024-04-28,linkedin_outreach,outreach_healthcare,187.38,2288,24
2024-04-28,linkedin_outreach,outreach_finance,143.07,1074,11
2024-04-28,linkedin_outreach,outreach_tech,119.38,384,11
2024-04-28,linkedin_outreach,outreach_consulting,131.08,258,10
2024-04-29,paid_search,brand_search_q1,396.68,2464,53
2024-04-29,paid_search,competitor_conquest,290.33,1083,41
