expert_id,signup_date,signup_source,utm_campaign,utm_medium,utm_source,country,industry
exp_3i523pgyo,2024-11-10 01:18:50,linkedin_outreach,outreach_tech,outreach,linkedin,India,Healthcare
exp_psnvwb27w,2024-04-09 04:32:28,referral,referral_program,referral,expert_referral,Singapore,Technology
exp_j4edo62su,2024-04-08 11:12:19,referral,referral_program,referral,expert_referral,United Kingdom,Healthcare
exp_q2iyqh6eg,2024-05-22 20:42:17,linkedin_outreach,outreach_healthcare,outreach,linkedin,Germany,Technology
exp_mnq5fmz94,2024-01-14 13:58:55,paid_search,competitor_conquest,cpc,google,United Kingdom,Media
exp_1ofo37b3i,2024-05-21 11:43:15,organic,,organic,direct,France,Telecom
exp_81ctb7or0,2024-06-25 13:11:03,paid_social,meta_lookalike,social,twitter,Singapore,Telecom
exp_ig9kxggeo,2024-06-16 11:49:36,unknown,,,,Brazil,Media
exp_ktks15ogn,2024-06-23 07:25:33,unknown,,,,Singapore,Consulting
exp_sevzvnuh3,2024-09-13 18:58:49,organic,,organic,bing,India,Manufacturing
exp_awh2aelh6,2024-09-28 09:10:30,organic,,organic,google,United States,Legal
exp_ut6rj0yrj,2024-05-12 01:48:33,referral,referral_program,referral,expert_referral,Netherlands,Retail
exp_s6i6jt4eh,2024-11-20 08:30:14,unknown,,,,Brazil,Legal
exp_rgvu0rhzo,2024-05-21 17:35:53,linkedin_outreach,outreach_consulting,outreach,linkedin,Canada,Telecom
exp_6d4262equ,2024-02-15 04:28:25,paid_search,competitor_conquest,cpc,google,United Kingdom,Telecom
exp_iqd5mpfkn,2024-08-25 15:42:04,organic,,organic,bing,Brazil,Telecom
exp_i841pzlvm,2024-06-22 22:56:42,paid_social,twitter_thought_leaders,social,linkedin,Singapore,Telecom
exp_ghj1g2x85,2024-09-02 21:20:30,paid_search,retargeting_search,cpc,google,Germany,Manufacturing
exp_fu28aqy8u,2024-05-07 13:36:53,paid_search,industry_healthcare,cpc,google,Singapore,Media
exp_z2byhyhyk,2024-04-26 15:32:52,linkedin_outreach,outreach_tech,outreach,linkedin,Singapore,Energy
exp_fpqpkzg77,2024-09-07 16:55:38,linkedin_outreach,outreach_healthcare,outreach,linkedin,United Kingdom,Retail
exp_uvy0o3b6t,2024-05-07 12:26:59,referral,referral_program,referral,expert_referral,Australia,Energy
exp_mi2n1wyvw,2024-05-12 20:23:52,paid_social,linkedin_experts_v2,social,meta,Canada,Legal
exp_bt8x906g7,2024-01-31 13:22:49,paid_search,expert_generic,cpc,google,Germany,Technology
exp_zkwtz6r98,2024-06-18 16:48:45,referral,referral_program,referral,expert_referral,Brazil,Telecom
exp_0jy8niphf,2024-06-17 18:26:19,paid_search,industry_healthcare,cpc,google,United States,Technology
exp_acfzuux73,2024-05-07 02:49:03,referral,referral_program,referral,expert_referral,Canada,Manufacturing
exp_meniz5x1g,2024-04-17 11:36:10,paid_search,competitor_conquest,cpc,google,Brazil,Finance
exp_3f3s193tz,2024-12-27 10:40:42,linkedin_outreach,outreach_healthcare,outreach,linkedin,United States,Retail
exp_x2vwr2c14,2024-12-14 17:20:52,unknown,,,,India,Healthcare
exp_t7tb17zhr,2024-11-23 13:58:57,paid_search,industry_healthcare,cpc,google,India,Consulting
exp_j1ifl3xc4,2024-07-15 21:51:45,unknown,,,,United Kingdom,Consulting
exp_pw2ug0ljf,2024-04-12 21:59:09,unknown,,,,United Kingdom,Media
exp_06j4511af,2024-01-06 06:48:26,referral,referral_program,referral,expert_referral,Brazil,Technology
exp_s71jc7vfa,2024-03-25 04:12:52,paid_search,brand_search_q1,cpc,google,France,Technology
exp_njjpqemqo,2024-10-24 18:25:15,referral,referral_program,referral,expert_referral,Netherlands,Media
exp_6vo4wit7h,2024-03-13 16:07:48,referral,referral_program,referral,expert_referral,Singapore,Manufacturing
exp_sq0gz13hw,2024-01-27 02:32:28,paid_search,industry_finance,cpc,google,United States,Legal
exp_iesoiitb6,2024-01-05 05:29:13,organic,,organic,direct,Germany,Media
exp_iqfoc1rp7,2024-03-19 01:39:53,unknown,,,,United Kingdom,Healthcare
exp_izh39uezj,2024-09-12 21:41:59,organic,,organic,google,Singapore,Legal
exp_3k9w6pdj1,2024-09-11 06:19:45,paid_search,retargeting_search,cpc,google,Germany,Manufacturing
exp_bnq2rejww,2024-06-08 04:38:13,paid_social,linkedin_experts_v1,social,twitter,Netherlands,Healthcare
exp_83eald0bo,2024-08-06 20:22:03,paid_social,linkedin_experts_v1,social,linkedin,Canada,Technology
exp_gnlfuwjjw,2024-09-08 20:05:13,unknown,,,,Germany,Manufacturing
exp_6bhs3qgi4,2024-12-23 13:47:42,unknown,,,,France,Legal
exp_aptan1wc0,2024-12-28 05:02:43,unknown,,,,Brazil,Telecom
exp_yuo462nu3,2024-01-25 15:59:16,paid_search,expert_generic,cpc,google,Australia,Telecom
exp_t622pycms,2024-01-20 09:23:36,paid_search,industry_finance,cpc,google,Australia,Consulting
exp_9rjg10srt,2024-02-14 21:31:08,referral,referral_program,referral,expert_referral,Canada,Manufacturing
exp_gnmshil8q,2024-02-24 10:22:37,referral,referral_program,referral,expert_referral,Singapore,Manufacturing
exp_fna4lp9s2,2024-11-17 06:19:29,linkedin_outreach,outreach_finance,outreach,linkedin,United Kingdom,Healthcare
exp_3ral8h4dh,2024-10-16 14:21:31,unknown,,,,Germany,Retail
exp_439upf6c6,2024-11-15 12:41:12,organic,,organic,direct,United States,Legal
exp_d6a0napez,2024-09-26 06:42:32,paid_search,industry_healthcare,cpc,google,Canada,Manufacturing
exp_ai78ycqlg,2024-05-28 19:44:37,organic,,organic,direct,Canada,Healthcare
exp_zf982klde,2024-10-07 02:38:04,referral,referral_program,referral,expert_referral,Australia,Energy
exp_6ilam44ry,2024-01-22 05:08:12,organic,,organic,direct,India,Energy
exp_z747dmk2q,2024-02-28 04:42:07,unknown,,,,Germany,Telecom
exp_s01eji04q,2024-12-13 13:33:16,organic,,organic,bing,Canada,Legal
exp_cujlplw3v,2024-05-16 14:01:34,organic,,organic,google,Australia,Healthcare
exp_ynmolleuk,2024-11-04 22:17:50,referral,referral_program,referral,expert_referral,United States,Healthcare
exp_951jtcylm,2024-04-25 03:50:54,unknown,,,,United States,Media
exp_1ynl41ehk,2024-03-06 05:37:25,paid_search,expert_generic,cpc,google,Canada,Retail
exp_lc4i0nbdy,2024-06-02 00:28:44,linkedin_outreach,outreach_finance,outreach,linkedin,Singapore,Finance
exp_dwfgq9ca2,2024-06-20 19:26:42,linkedin_outreach,outreach_healthcare,outreach,linkedin,Canada,Healthcare
exp_y7lrmd788,2024-07-28 12:34:22,linkedin_outreach,outreach_tech,outreach,linkedin,Netherlands,Manufacturing
exp_5hztroeab,2024-05-12 19:14:55,linkedin_outreach,outreach_consulting,outreach,linkedin,Germany,Finance
exp_xu76sr628,2024-04-17 09:06:38,organic,,organic,bing,Canada,Legal
exp_78i6uz7jc,2024-07-05 01:03:10,linkedin_outreach,outreach_healthcare,outreach,linkedin,Brazil,Retail
exp_v3ax0g51l,2024-08-19 03:28:26,paid_search,retargeting_search,cpc,google,United Kingdom,Consulting
exp_gqcj6nc6f,2024-09-11 03:37:08,unknown,,,,India,Media
exp_wacqwp008,2024-10-31 01:45:36,referral,referral_program,referral,expert_referral,Germany,Manufacturing
exp_9316ljdwh,2024-09-25 08:03:15,linkedin_outreach,outreach_finance,outreach,linkedin,United States,Consulting
exp_or8oa5d6a,2024-11-20 03:59:03,paid_social,meta_retargeting,social,twitter,United States,Retail
exp_32edamu43,2024-10-14 07:40:20,linkedin_outreach,outreach_finance,outreach,linkedin,Brazil,Finance
exp_m1jnt869a,2024-02-04 17:01:52,paid_search,industry_finance,cpc,google,France,Consulting
exp_piwrfv1pk,2024-04-08 01:06:47,paid_search,retargeting_search,cpc,google,Netherlands,Energy
exp_fcpwdkagj,2024-12-24 16:32:48,organic,,organic,google,Australia,Consulting
exp_w9emta5er,2024-06-15 06:42:01,unknown,,,,India,Manufacturing
exp_lwjyiuwvl,2024-08-15 02:19:17,referral,referral_program,referral,expert_referral,Australia,Telecom
exp_1qj3ikp5g,2024-02-02 18:54:48,organic,,organic,google,Canada,Consulting
exp_d4riniyto,2024-06-04 08:23:25,linkedin_outreach,outreach_finance,outreach,linkedin,France,Energy
exp_j29t2l6lu,2024-11-28 09:25:56,paid_social,linkedin_experts_v2,social,linkedin,United Kingdom,Healthcare
exp_7l9vg9jgm,2024-03-09 14:18:14,organic,,organic,direct,Germany,Energy
exp_9c75opury,2024-09-03 18:36:07,unknown,,,,United States,Healthcare
exp_zrr196103,2024-08-07 13:31:51,unknown,,,,Australia,Media
exp_e8qkpeao1,2024-02-09 21:01:20,organic,,organic,google,Singapore,Healthcare
exp_n7neaih3a,2024-01-16 06:00:54,paid_social,linkedin_experts_v1,social,twitter,Singapore,Technology
exp_nn3um1shq,2024-01-19 02:59:52,paid_search,retargeting_search,cpc,google,United States,Manufacturing
exp_xj064dalo,2024-02-24 19:48:59,unknown,,,,Singapore,Media
exp_ci5yp69fo,2024-08-06 19:14:30,unknown,,,,Canada,Healthcare
exp_ts7iyo6f0,2024-07-11 05:47:20,organic,,organic,direct,United Kingdom,Retail
exp_htafane4p,2024-04-21 21:57:15,referral,referral_program,referral,expert_referral,United States,Finance
exp_k67h4n2ua,2024-04-23 05:50:34,unknown,,,,Canada,Finance
exp_pvew33o6b,2024-12-13 11:39:15,unknown,,,,France,Retail
exp_7pw2hclaf,2024-12-02 22:11:20,referral,referral_program,referral,expert_referral,Australia,Finance
exp_ft5jup7zx,2024-01-23 00:18:21,unknown,,,,Australia,Telecom
exp_53m2f22ip,2024-10-19 18:36:22,organic,,organic,google,Netherlands,Manufacturing
exp_9a9gd5p2t,2024-07-21 22:15:40,unknown,,,,Brazil,Legal
exp_i2ntxvrgl,2024-07-15 00:19:24,paid_social,linkedin_experts_v2,social,linkedin,Singapore,Healthcare
exp_onjz00rua,2024-01-31 00:56:52,paid_search,retargeting_search,cpc,google,Canada,Healthcare
exp_svi370f4u,2024-05-21 15:14:40,paid_search,expert_generic,cpc,google,France,Telecom
exp_f1my0jkvy,2024-04-01 18:26:32,referral,referral_program,referral,expert_referral,Netherlands,Telecom
exp_aqhizxhcc,2024-04-30 20:03:14,paid_search,industry_finance,cpc,google,Netherlands,Legal
exp_4mcsvb4jn,2024-06-09 03:00:55,referral,referral_program,referral,expert_referral,Germany,Technology
exp_pyck0843r,2024-07-31 20:30:50,paid_search,industry_finance,cpc,google,France,Consulting
exp_b8mo2djxt,2024-10-10 02:27:51,organic,,organic,bing,Australia,Technology
exp_87g8u6w79,2024-08-04 04:43:06,referral,referral_program,referral,expert_referral,Germany,Consulting
exp_t3lfjw05c,2024-01-27 15:12:11,unknown,,,,Netherlands,Media
exp_rrtl27etb,2024-10-19 23:25:51,paid_social,meta_lookalike,social,linkedin,United Kingdom,Finance
exp_4e4r7e1iu,2024-03-07 18:10:05,referral,referral_program,referral,expert_referral,Australia,Energy
exp_k75kyc0vc,2024-02-24 17:17:41,paid_social,linkedin_experts_v2,social,meta,Singapore,Legal
exp_24s6ragb7,2024-12-08 11:50:33,referral,referral_program,referral,expert_referral,Germany,Media
exp_ss5gp3fka,2024-04-19 03:52:21,linkedin_outreach,outreach_tech,outreach,linkedin,India,Finance
exp_zmcitpp2u,2024-01-30 22:25:57,referral,referral_program,referral,expert_referral,United States,Energy
exp_kgnx7kzj3,2024-03-03 07:32:38,paid_social,twitter_thought_leaders,social,twitter,Brazil,Technology
exp_jd84q1jvj,2024-12-04 14:52:09,paid_social,linkedin_experts_v2,social,meta,United States,Legal
exp_3p5czd1ds,2024-09-21 14:05:31,paid_social,meta_lookalike,social,linkedin,France,Media
exp_6kztsc444,2024-08-01 05:13:03,referral,referral_program,referral,expert_referral,Brazil,Finance
exp_ex20pjl5e,2024-09-12 20:34:50,unknown,,,,Canada,Telecom
exp_kbao0nokc,2024-11-27 23:49:08,organic,,organic,google,United Kingdom,Consulting
exp_x7rhol5w8,2024-07-31 03:36:48,linkedin_outreach,outreach_consulting,outreach,linkedin,Canada,Energy
exp_kw2xr12x8,2024-04-24 14:30:27,linkedin_outreach,outreach_finance,outreach,linkedin,Canada,Consulting
exp_2ogfnbubn,2024-05-23 19:17:50,organic,,organic,bing,United States,Consulting
exp_i96fa1rnu,2024-06-15 11:19:14,paid_search,brand_search_q1,cpc,google,United States,Consulting
exp_u1u9pn8dm,2024-09-12 13:31:06,unknown,,,,United Kingdom,Telecom
exp_y4tn3lkks,2024-02-04 07:41:01,paid_social,twitter_thought_leaders,social,twitter,India,Consulting
exp_82hu599o0,2024-05-13 04:46:07,referral,referral_program,referral,expert_referral,Australia,Legal
exp_v1p4mm895,2024-08-18 19:13:33,organic,,organic,google,Canada,Consulting
exp_evd4ldbmc,2024-05-16 18:14:40,organic,,organic,bing,United Kingdom,Technology
exp_53vxsrgli,2024-01-01 03:10:06,linkedin_outreach,outreach_tech,outreach,linkedin,Singapore,Media
exp_hw6xr6ldo,2024-01-06 06:40:06,paid_social,meta_retargeting,social,twitter,Singapore,Media
exp_3pv0h2ggj,2024-09-10 20:06:21,unknown,,,,Netherlands,Consulting
exp_3ysmytzz6,2024-07-03 17:38:49,linkedin_outreach,outreach_consulting,outreach,linkedin,India,Telecom
exp_9i0nubznq,2024-03-14 06:17:25,linkedin_outreach,outreach_tech,outreach,linkedin,Brazil,Media
exp_5ensr2n7z,2024-11-22 05:33:12,organic,,organic,google,Germany,Manufacturing
exp_st2857yog,2024-04-04 05:32:33,organic,,organic,google,Canada,Legal
exp_iehd28u5d,2024-05-30 21:32:52,organic,,organic,direct,Netherlands,Manufacturing
exp_w4xtsh5af,2024-02-01 11:00:29,organic,,organic,direct,Canada,Energy
exp_ievk9r6kg,2024-11-17 22:19:59,unknown,,,,United Kingdom,Media
exp_wfkm868tr,2024-07-11 15:47:25,linkedin_outreach,outreach_consulting,outreach,linkedin,United Kingdom,Legal
exp_asc8v66na,2024-04-12 07:26:56,paid_search,expert_generic,cpc,google,United Kingdom,Energy
exp_4pnxfqh1k,2024-07-23 01:30:01,referral,referral_program,referral,expert_referral,Australia,Legal
exp_mu4dpirp8,2024-09-27 14:55:17,organic,,organic,google,Germany,Manufacturing
exp_08ajk7xp3,2024-02-25 08:07:14,referral,referral_program,referral,expert_referral,France,Manufacturing
exp_0027l8zd0,2024-06-07 10:20:44,paid_search,industry_healthcare,cpc,google,Brazil,Media
exp_doqhcy41m,2024-08-15 01:54:55,unknown,,,,Canada,Manufacturing
exp_0tkbwl2tx,2024-07-18 07:11:20,unknown,,,,France,Retail
exp_7lwr0qplb,2024-01-18 01:13:39,unknown,,,,Brazil,Legal
exp_37qllr90u,2024-02-16 14:03:46,referral,referral_program,referral,expert_referral,Canada,Finance
exp_0h8bcs3vn,2024-07-09 21:40:56,paid_search,brand_search_q1,cpc,google,France,Media
exp_2j707rirr,2024-01-04 11:12:31,referral,referral_program,referral,expert_referral,Germany,Retail
exp_khdh4qcjx,2024-01-28 12:40:09,referral,referral_program,referral,expert_referral,United Kingdom,Energy
exp_exgx9ahya,2024-12-24 17:28:19,paid_social,linkedin_experts_v2,social,meta,Germany,Technology
exp_tb3xy2q6j,2024-09-18 20:47:25,referral,referral_program,referral,expert_referral,Singapore,Technology
exp_rf4yenbsl,2024-10-27 04:56:53,paid_search,competitor_conquest,cpc,google,Brazil,Energy
exp_8sbgkfwat,2024-04-06 11:19:00,paid_search,retargeting_search,cpc,google,Germany,Retail
exp_uko21z2sv,2024-01-12 10:53:00,referral,referral_program,referral,expert_referral,Canada,Energy
exp_l5xud0seo,2024-11-16 18:28:19,organic,,organic,direct,Canada,Energy
exp_kuua0agwg,2024-12-28 04:17:19,organic,,organic,bing,United Kingdom,Healthcare
exp_ohtut5im8,2024-07-31 13:12:45,unknown,,,,Germany,Healthcare
exp_mxzsb6bdl,2024-12-09 08:19:24,paid_search,industry_healthcare,cpc,google,Brazil,Consulting
exp_b5i91j1ut,2024-10-15 20:48:31,unknown,,,,Australia,Healthcare
exp_s9xrhbk8d,2024-07-30 08:04:48,organic,,organic,google,Canada,Healthcare
exp_94n61uen0,2024-11-24 00:39:04,linkedin_outreach,outreach_consulting,outreach,linkedin,Australia,Telecom
exp_89wnqk81v,2024-06-12 16:05:33,paid_social,meta_lookalike,social,meta,Singapore,Manufacturing
exp_b5qawfc9e,2024-05-05 16:54:29,organic,,organic,google,India,Healthcare
exp_prn406ego,2024-11-01 16:01:12,linkedin_outreach,outreach_consulting,outreach,linkedin,Singapore,Healthcare
exp_2x6cu3crx,2024-02-07 03:58:54,linkedin_outreach,outreach_consulting,outreach,linkedin,Netherlands,Energy
exp_rk659u74l,2024-12-26 06:18:43,organic,,organic,direct,United Kingdom,Retail
exp_qutfo6uhd,2024-12-30 18:49:03,linkedin_outreach,outreach_tech,outreach,linkedin,Brazil,Finance
exp_gyezaw1de,2024-12-13 12:17:04,unknown,,,,Germany,Manufacturing
exp_q24n66gct,2024-07-15 11:37:00,unknown,,,,France,Technology
exp_hasdqselo,2024-12-29 03:31:14,paid_social,meta_retargeting,social,meta,Netherlands,Legal
exp_q1b1g3y8m,2024-01-07 19:24:37,paid_social,meta_retargeting,social,twitter,Australia,Legal
exp_d3wbu6752,2024-01-18 12:06:36,unknown,,,,Germany,Media
exp_vk35ehsvc,2024-07-15 21:04:20,paid_search,retargeting_search,cpc,google,Brazil,Retail
exp_gsis52tpt,2024-05-22 21:39:58,organic,,organic,bing,Germany,Manufacturing
exp_qsl1z3q2x,2024-12-19 08:16:08,referral,referral_program,referral,expert_referral,Netherlands,Manufacturing
exp_s6zivwd8h,2024-10-15 13:05:51,organic,,organic,google,Germany,Finance
exp_c9eqp1eid,2024-01-11 14:50:36,referral,referral_program,referral,expert_referral,Netherlands,Media
exp_t8v8qq4sz,2024-04-03 03:53:22,linkedin_outreach,outreach_healthcare,outreach,linkedin,United States,Technology
exp_ltzmdng0t,2024-10-13 04:05:04,unknown,,,,Australia,Retail
exp_n7yuybnek,2024-04-20 08:47:06,paid_social,twitter_thought_leaders,social,meta,Netherlands,Finance
exp_dbh08tg7a,2024-09-06 02:13:03,referral,referral_program,referral,expert_referral,France,Media
exp_a8ds5yyqp,2024-09-26 00:56:12,referral,referral_program,referral,expert_referral,United Kingdom,Legal
exp_yjrnknkoy,2024-07-19 16:00:03,paid_social,linkedin_experts_v1,social,linkedin,Canada,Media
exp_h1921ftj5,2024-04-26 22:39:21,paid_search,retargeting_search,cpc,google,United States,Technology
exp_8ahl66uxz,2024-07-26 06:10:59,linkedin_outreach,outreach_tech,outreach,linkedin,Germany,Media
exp_og20uzaww,2024-05-08 20:33:10,referral,referral_program,referral,expert_referral,Germany,Technology
exp_9mkfluvix,2024-12-14 22:33:48,organic,,organic,bing,France,Finance
exp_a418iei0t,2024-07-31 09:39:55,paid_social,meta_lookalike,social,twitter,Brazil,Legal
exp_tjf4o2e33,2024-05-16 22:19:39,paid_social,meta_retargeting,social,linkedin,United States,Telecom
exp_byquzpspw,2024-04-27 15:19:18,organic,,organic,bing,Brazil,Consulting
exp_5e37ungph,2024-05-28 21:42:38,unknown,,,,United States,Finance
exp_4l8goi58t,2024-12-26 22:27:52,referral,referral_program,referral,expert_referral,Canada,Legal
exp_0r5982m1h,2024-08-06 21:50:50,paid_social,twitter_thought_leaders,social,meta,United Kingdom,Consulting
exp_e7gw3t2ns,2024-09-13 02:47:08,referral,referral_program,referral,expert_referral,Canada,Technology
exp_ll95m5p3e,2024-11-11 18:25:29,paid_social,meta_retargeting,social,meta,Singapore,Media
exp_7phzsxsvl,2024-12-24 17:30:22,unknown,,,,Netherlands,Retail
exp_dc04j14b2,2024-04-19 12:57:03,paid_social,linkedin_experts_v2,social,twitter,Australia,Consulting
exp_w7b6wkv2e,2024-06-12 11:58:02,paid_social,meta_retargeting,social,twitter,Canada,Media
exp_dtridbfyf,2024-06-28 11:09:17,linkedin_outreach,outreach_consulting,outreach,linkedin,Netherlands,Consulting
exp_853bwpzvg,2024-10-17 04:26:49,paid_search,brand_search_q1,cpc,google,India,Telecom
exp_7wb63jkde,2024-12-06 16:01:27,organic,,organic,bing,India,Legal
exp_i4bs9kywh,2024-08-11 21:53:10,paid_search,expert_generic,cpc,google,India,Technology
exp_eljat2ju7,2024-12-13 10:06:33,paid_social,meta_lookalike,social,twitter,United States,Consulting
exp_wh1s509ve,2024-08-23 23:52:52,organic,,organic,google,India,Retail
exp_mdtndzxz7,2024-12-23 22:49:34,linkedin_outreach,outreach_finance,outreach,linkedin,India,Consulting
exp_94wfejqrj,2024-10-05 10:12:55,unknown,,,,Canada,Technology
exp_5i5m9j6qj,2024-08-03 18:33:12,unknown,,,,Canada,Healthcare
exp_9wnmu4viz,2024-02-20 11:44:50,organic,,organic,bing,United States,Healthcare
exp_hfx2wg2fv,2024-02-26 21:25:34,unknown,,,,India,Telecom
exp_t8h2kh3gb,2024-03-05 05:54:41,paid_search,expert_generic,cpc,google,Germany,Technology
exp_rqiypqcl1,2024-08-03 07:22:26,linkedin_outreach,outreach_healthcare,outreach,linkedin,Brazil,Energy
exp_lmx3ut5za,2024-06-11 18:57:18,referral,referral_program,referral,expert_referral,France,Energy
exp_aqhg0pwmf,2024-05-21 07:36:26,paid_search,competitor_conquest,cpc,google,Germany,Media
exp_2qrcllha7,2024-12-26 03:54:27,unknown,,,,France,Healthcare
exp_ub7aiiczg,2024-04-21 02:51:21,unknown,,,,Netherlands,Healthcare
exp_z92rv6d3b,2024-01-14 03:30:46,referral,referral_program,referral,expert_referral,France,Legal
exp_31vja41n1,2024-05-05 06:56:15,organic,,organic,bing,Singapore,Retail
exp_g6r5weq4r,2024-01-10 04:31:31,organic,,organic,google,Singapore,Telecom
exp_dve35orby,2024-11-19 19:03:26,paid_social,meta_retargeting,social,twitter,Netherlands,Consulting
exp_p78mdcoyp,2024-09-12 23:56:55,paid_search,industry_finance,cpc,google,France,Telecom
exp_2j8a9kbpg,2024-08-27 00:06:33,linkedin_outreach,outreach_tech,outreach,linkedin,India,Finance
exp_k16ivrc10,2024-03-18 22:17:48,referral,referral_program,referral,expert_referral,United States,Consulting
exp_oz7w2d4kn,2024-03-22 18:59:16,unknown,,,,Brazil,Energy
exp_nk4sn0ex1,2024-05-17 06:16:12,referral,referral_program,referral,expert_referral,Netherlands,Technology
exp_6pxstb7lw,2024-11-20 23:30:18,unknown,,,,Netherlands,Media
exp_app4bcyvs,2024-01-04 11:55:57,paid_search,industry_finance,cpc,google,France,Telecom
exp_31ibzv7m9,2024-07-05 19:09:01,referral,referral_program,referral,expert_referral,Brazil,Manufacturing
exp_k124xsqlx,2024-07-01 00:07:17,linkedin_outreach,outreach_finance,outreach,linkedin,Singapore,Media
exp_wu1nm13ck,2024-01-16 16:12:12,linkedin_outreach,outreach_finance,outreach,linkedin,Canada,Healthcare
exp_hmtg2mmv4,2024-01-19 05:53:33,paid_search,industry_finance,cpc,google,Australia,Legal
exp_7mhifcv6x,2024-12-05 04:02:56,unknown,,,,Canada,Telecom
exp_uymqsxa3h,2024-12-10 09:10:49,organic,,organic,google,Brazil,Finance
exp_h9ab3ykex,2024-04-06 12:52:19,linkedin_outreach,outreach_healthcare,outreach,linkedin,Germany,Healthcare
exp_nhlkwp9dn,2024-06-16 04:48:23,organic,,organic,google,Canada,Healthcare
exp_zjsiunnug,2024-01-19 04:24:09,referral,referral_program,referral,expert_referral,Australia,Media
exp_7rwkuevex,2024-07-18 20:19:31,referral,referral_program,referral,expert_referral,France,Manufacturing
exp_el7usyu8l,2024-01-06 04:54:02,paid_search,brand_search_q1,cpc,google,Australia,Technology
exp_69mllopjm,2024-08-20 19:02:56,linkedin_outreach,outreach_consulting,outreach,linkedin,Singapore,Energy
exp_u9xf90pno,2024-08-19 06:55:21,organic,,organic,direct,Brazil,Retail
exp_x16l2xzuh,2024-06-14 04:02:41,unknown,,,,France,Retail
exp_e16agt4ua,2024-04-06 16:47:42,organic,,organic,bing,United States,Finance
exp_d2i7a3p61,2024-06-22 20:23:00,unknown,,,,Canada,Legal
exp_sv7yo5008,2024-12-19 19:17:14,paid_social,linkedin_experts_v2,social,twitter,France,Technology
exp_8lzdttgdz,2024-09-13 23:57:13,paid_search,brand_search_q1,cpc,google,Netherlands,Healthcare
exp_wrwhap5d9,2024-10-04 19:59:56,linkedin_outreach,outreach_consulting,outreach,linkedin,France,Telecom
exp_mo3v74wyd,2024-06-12 14:23:31,organic,,organic,google,Netherlands,Consulting
exp_06263r455,2024-02-07 05:43:35,linkedin_outreach,outreach_healthcare,outreach,linkedin,India,Media
exp_2jau6b9or,2024-01-12 07:49:40,unknown,,,,Brazil,Manufacturing
exp_b9x7fkbkk,2024-01-15 01:52:50,paid_social,meta_lookalike,social,meta,United States,Media
exp_3svmcrnry,2024-12-19 10:26:07,linkedin_outreach,outreach_consulting,outreach,linkedin,India,Finance
exp_gz5g2qog5,2024-03-04 04:32:18,referral,referral_program,referral,expert_referral,Brazil,Telecom
exp_397a7sw7m,2024-09-06 02:37:33,paid_search,brand_search_q1,cpc,google,Brazil,Retail
exp_wm91rspyt,2024-11-14 20:47:18,paid_search,retargeting_search,cpc,google,Singapore,Retail
exp_ha7acdmoc,2024-06-25 18:58:27,linkedin_outreach,outreach_finance,outreach,linkedin,Canada,Consulting
exp_ehr5l1uz0,2024-09-26 18:31:32,referral,referral_program,referral,expert_referral,Singapore,Retail
exp_tciojftmy,2024-01-02 06:25:16,paid_social,twitter_thought_leaders,social,twitter,France,Technology
exp_o110h2zzw,2024-05-02 20:59:35,paid_search,expert_generic,cpc,google,United Kingdom,Healthcare
exp_ehkivjyhc,2024-03-14 07:29:00,paid_social,linkedin_experts_v1,social,linkedin,Brazil,Retail
exp_txcleinr5,2024-07-14 17:32:52,linkedin_outreach,outreach_finance,outreach,linkedin,Netherlands,Consulting
exp_b9gsgmk0c,2024-07-14 06:14:46,paid_search,industry_healthcare,cpc,google,Canada,Media
exp_3c22iadfg,2024-01-06 07:43:03,organic,,organic,google,Netherlands,Manufacturing
exp_oynrjyf8v,2024-09-01 02:44:56,paid_social,meta_retargeting,social,meta,United Kingdom,Legal
exp_ymt04tlms,2024-04-01 06:31:53,linkedin_outreach,outreach_finance,outreach,linkedin,France,Finance
exp_lh8vwh184,2024-03-13 20:49:18,paid_search,expert_generic,cpc,google,France,Retail
exp_kx66zk74g,2024-02-01 17:30:45,paid_social,meta_lookalike,social,meta,India,Technology
exp_1lcgzo0p2,2024-10-30 08:30:59,unknown,,,,Netherlands,Telecom
exp_0miuz4xqp,2024-06-18 17:30:17,linkedin_outreach,outreach_consulting,outreach,linkedin,Germany,Manufacturing
exp_gors0m089,2024-12-16 07:00:21,linkedin_outreach,outreach_healthcare,outreach,linkedin,Netherlands,Consulting
exp_af1xtxu3i,2024-04-27 15:27:38,linkedin_outreach,outreach_finance,outreach,linkedin,United States,Energy
exp_d8ehqtn5z,2024-12-27 21:14:39,referral,referral_program,referral,expert_referral,India,Legal
exp_a67radvgh,2024-07-08 20:28:24,referral,referral_program,referral,expert_referral,France,Finance
exp_ca99djpt2,2024-10-26 17:35:16,paid_search,industry_finance,cpc,google,Singapore,Finance
exp_otkenif0s,2024-02-25 23:49:43,linkedin_outreach,outreach_consulting,outreach,linkedin,France,Finance
exp_nxht791x6,2024-05-17 18:29:54,unknown,,,,United Kingdom,Healthcare
exp_9r3ew3kq9,2024-12-12 02:23:57,paid_social,twitter_thought_leaders,social,linkedin,United States,Telecom
exp_l3ifdvbrv,2024-03-15 01:01:06,referral,referral_program,referral,expert_referral,Canada,Telecom
exp_p4eguola3,2024-12-21 18:40:32,unknown,,,,Singapore,Healthcare
exp_15w3c3b35,2024-12-26 02:28:07,paid_search,industry_finance,cpc,google,India,Healthcare
